epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.27426913380622864,7.954418659210205,1e-04,0.17038358747959137,9.27682876586914
1,0.3327382206916809,7.392489910125732,1e-04,0.17038358747959137,10.684774398803711
2,0.3436732888221741,6.918807029724121,1e-04,0.17038358747959137,15.120020866394043
3,0.3552778363227844,6.489660263061523,1e-04,0.17038358747959137,15.734964370727539
4,0.3729078471660614,6.21712589263916,2e-05,0.17038358747959137,19.48743438720703
5,0.3798259496688843,6.12905216217041,2e-05,0.17038358747959137,20.76230812072754
6,0.39299264550209045,6.0427961349487305,2e-05,0.17038358747959137,19.93304443359375
7,0.39656326174736023,5.993587493896484,4e-06,0.16949152946472168,17.928129196166992
8,0.39991074800491333,5.9759345054626465,4e-06,0.17038358747959137,16.791643142700195
9,0.3909841477870941,5.956656455993652,4e-06,0.17038358747959137,16.561817169189453
0,0.27538496255874634,7.966713905334473,1e-04,0.17038358747959137,9.042728424072266
1,0.33251506090164185,7.454296588897705,1e-04,0.17038358747959137,8.78205394744873
2,0.3470207452774048,7.016962051391602,1e-04,0.17038358747959137,11.232203483581543
3,0.36866772174835205,6.611715316772461,1e-04,0.17038358747959137,13.585686683654785
4,0.3932158052921295,6.2242350578308105,1e-04,0.17038358747959137,14.123401641845703
5,0.40950682759284973,5.991876125335693,2e-05,0.17038358747959137,16.214237213134766
6,0.42178085446357727,5.903284072875977,2e-05,0.17038358747959137,18.756174087524414
7,0.43271592259407043,5.8355607986450195,2e-05,0.17038358747959137,17.588394165039062
0,0.27650079131126404,7.62105655670166,0.0003,0.17038358747959137,8.991364479064941
1,0.33764785528182983,6.475001335144043,0.0003,0.17038358747959137,10.81991195678711
2,0.3474670946598053,5.537182331085205,0.0003,0.17038358747959137,12.984136581420898
3,0.3769248127937317,4.744248390197754,0.0003,0.17038358747959137,11.936241149902344
4,0.39745593070983887,4.285731315612793,6.0000002e-05,0.17038358747959137,13.088897705078125
5,0.44119617342948914,4.104377746582031,6.0000002e-05,0.17038358747959137,11.976129531860352
6,0.4599419832229614,3.9515275955200195,6.0000002e-05,0.17038358747959137,12.12661075592041
7,0.4849364161491394,3.8445141315460205,1.2e-05,0.17127564549446106,10.136221885681152
8,0.4896228611469269,3.803072214126587,1.2e-05,0.17305977642536163,9.24892520904541
9,0.4905155301094055,3.774909019470215,1.2e-05,0.17841213941574097,8.696454048156738
10,0.5021200776100159,3.737053394317627,1.2e-05,0.1926851123571396,7.282367706298828
11,0.5065833330154419,3.714515209197998,1.2e-05,0.21231044828891754,6.658084392547607
12,0.5039054155349731,3.682321548461914,1.2e-05,0.23371990025043488,6.395238876342773
13,0.5099308490753174,3.649526357650757,1.2e-05,0.24085639417171478,6.148270606994629
14,0.5143941044807434,3.6196343898773193,1.2e-05,0.2578055262565613,5.956068515777588
15,0.5217585563659668,3.5849709510803223,1.2e-05,0.2809991240501404,5.9303131103515625
16,0.5244365334510803,3.563387393951416,1.2e-05,0.3211418390274048,5.667600631713867
17,0.5351484417915344,3.532604932785034,1.2e-05,0.31489741802215576,5.482230186462402
18,0.5396116971969604,3.5010321140289307,1.2e-05,0.33273863792419434,5.346677303314209
19,0.5391653776168823,3.4776155948638916,1.2e-05,0.32560214400291443,5.471252918243408
20,0.5483151078224182,3.4535038471221924,1.2e-05,0.33095452189445496,5.419770240783691
21,0.5523321032524109,3.407252311706543,1.2e-05,0.37109723687171936,5.1179728507995605
22,0.5456371307373047,3.3931567668914795,1.2e-05,0.3532560467720032,5.236799240112305
23,0.55255526304245,3.3717739582061768,1.2e-05,0.3416592478752136,5.446984767913818
24,0.5608123540878296,3.338578462600708,1.2e-05,0.34879574179649353,5.252103805541992
25,0.5652756094932556,3.329221725463867,2.4e-06,0.349687784910202,5.288649559020996
26,0.572640061378479,3.3214807510375977,2.4e-06,0.3532560467720032,5.307347774505615
27,0.5715242028236389,3.307926654815674,2.4e-06,0.3621766269207001,5.247980117797852
28,0.5708547234535217,3.3156497478485107,1e-06,0.36396077275276184,5.222183704376221
29,0.5690693855285645,3.320432662963867,1e-06,0.3675290048122406,5.218591213226318
30,0.5690693855285645,3.2961111068725586,1e-06,0.3577163517475128,5.233816146850586
31,0.5704084038734436,3.303483486175537,1e-06,0.36396077275276184,5.212602615356445
0,0.3010488748550415,6.612295627593994,0.001,0.17127564549446106,6.2404656410217285
1,0.3474670946598053,3.668071746826172,0.001,0.17038358747959137,7.629597187042236
2,0.3555009961128235,2.5307953357696533,0.001,0.17038358747959137,6.388373374938965
3,0.34769025444984436,2.1253061294555664,0.001,0.17038358747959137,3.4678945541381836
0,0.2811872363090515,6.48882532119751,0.001,0.17038358747959137,9.220662117004395
1,0.3293907642364502,3.532010316848755,0.001,0.17038358747959137,5.917245864868164
2,0.3407721519470215,2.4829261302948,0.001,0.17038358747959137,3.550853967666626
3,0.34144166111946106,2.0934319496154785,0.001,0.17038358747959137,4.132848739624023
4,0.358178973197937,1.885144591331482,0.001,0.17038358747959137,3.9352869987487793
5,0.3775942921638489,1.770095705986023,0.001,0.17038358747959137,4.687591552734375
6,0.4222271740436554,1.6729403734207153,0.00020000001,0.17216771841049194,2.8043956756591797
7,0.44119617342948914,1.5756986141204834,0.00020000001,0.17305977642536163,2.531519889831543
8,0.4617272913455963,1.5182325839996338,0.00020000001,0.190900981426239,2.4697108268737793
9,0.4782414734363556,1.473604679107666,0.00020000001,0.20338983833789825,2.5568838119506836
10,0.5043517351150513,1.443016767501831,0.00020000001,0.41213205456733704,1.568581461906433
11,0.5188574194908142,1.4154056310653687,0.00020000001,0.5316681861877441,1.3709732294082642
12,0.5409507155418396,1.3797110319137573,0.00020000001,0.4148082137107849,1.679463505744934
13,0.5594733357429504,1.3527263402938843,0.00020000001,0.46743980050086975,1.5479886531829834
14,0.5782191753387451,1.304307222366333,0.00020000001,0.40321144461631775,1.7211724519729614
15,0.6201740503311157,1.2111059427261353,4.0000003e-05,0.6057091951370239,1.2504180669784546
16,0.6413747072219849,1.166800856590271,4.0000003e-05,0.5985727310180664,1.237220287322998
17,0.652309775352478,1.1420594453811646,4.0000003e-05,0.6360392570495605,1.1787360906600952
18,0.6545414328575134,1.1106643676757812,4.0000003e-05,0.6378234028816223,1.181760549545288
19,0.6810979843139648,1.072474718093872,4.0000003e-05,0.624442458152771,1.178934931755066
20,0.6842222809791565,1.0569932460784912,4.0000003e-05,0.6431757807731628,1.1387176513671875
21,0.6855612993240356,1.0148999691009521,4.0000003e-05,0.6833184957504272,1.0690902471542358
22,0.6985048055648804,1.0051347017288208,4.0000003e-05,0.6636931300163269,1.0853219032287598
23,0.7049765586853027,0.9923506379127502,4.0000003e-05,0.6396074891090393,1.1755539178848267
24,0.7250613570213318,0.9545964002609253,4.0000003e-05,0.6824264526367188,1.05495285987854
25,0.7139031291007996,0.9575290083885193,4.0000003e-05,0.6770740747451782,1.060398817062378
26,0.7270698547363281,0.9320926070213318,4.0000003e-05,0.6708296537399292,1.092087745666504
27,0.7417986989021301,0.914299488067627,4.0000003e-05,0.6842105388641357,1.0374222993850708
28,0.7482705116271973,0.8935827016830444,4.0000003e-05,0.7082961797714233,0.9866674542427063
29,0.7556349039077759,0.8848933577537537,4.0000003e-05,0.6877787709236145,1.035781741142273
30,0.766569972038269,0.8563556671142578,4.0000003e-05,0.6529884338378906,1.1547118425369263
31,0.7659004926681519,0.849822461605072,4.0000003e-05,0.6690455079078674,1.1044774055480957
32,0.7844231128692627,0.8022863268852234,8.000001e-06,0.7279215455055237,0.9657004475593567
33,0.7991520166397095,0.7742514610290527,8.000001e-06,0.7100803256034851,0.9988315105438232
34,0.7998214960098267,0.7607886791229248,8.000001e-06,0.7136485576629639,0.9903420805931091
35,0.8069627285003662,0.7424013614654541,8.000001e-06,0.7270294427871704,0.9702597260475159
36,0.8024994730949402,0.7516010403633118,1.6000001e-06,0.7207850217819214,0.9806991219520569
37,0.8107565641403198,0.7356902956962585,1.6000001e-06,0.7154327034950256,0.9800607562065125
38,0.8120955228805542,0.7414740920066833,1.6000001e-06,0.7181088328361511,0.984147310256958
39,0.8167819976806641,0.7293707132339478,1e-06,0.7198929786682129,0.9754419922828674
40,0.8076322674751282,0.7362619042396545,1e-06,0.7216771245002747,0.9771943688392639
41,0.8221379518508911,0.717958390712738,1e-06,0.7207850217819214,0.9783917665481567
42,0.8141040205955505,0.7388167977333069,1e-06,0.7216771245002747,0.9770585298538208
0,0.316224068403244,7.3478875160217285,0.001,0.17038358747959137,8.185152053833008
1,0.37089934945106506,3.632880687713623,0.001,0.17038358747959137,4.224982738494873
2,0.38004910945892334,2.456468105316162,0.001,0.17038358747959137,2.965169906616211
3,0.41173845529556274,2.05660080909729,0.001,0.17038358747959137,4.302175045013428
4,0.43271592259407043,1.852853775024414,0.001,0.17038358747959137,4.0635528564453125
5,0.4318232536315918,1.7414668798446655,0.001,0.17038358747959137,4.1649041175842285
6,0.46886855363845825,1.623537540435791,0.00020000001,0.17038358747959137,3.125730514526367
7,0.5186342597007751,1.4871331453323364,0.00020000001,0.17038358747959137,3.013444423675537
8,0.5331399440765381,1.4093362092971802,0.00020000001,0.174843892455101,3.1573944091796875
9,0.5940638184547424,1.2888566255569458,4.0000003e-05,0.18822480738162994,2.5845911502838135
10,0.6226288676261902,1.2299960851669312,4.0000003e-05,0.26851028203964233,2.0698976516723633
11,0.6378040909767151,1.1825292110443115,4.0000003e-05,0.28278324007987976,2.0693821907043457
12,0.6578888893127441,1.1421241760253906,4.0000003e-05,0.46922391653060913,1.5646418333053589
13,0.6699397563934326,1.1111913919448853,4.0000003e-05,0.5165031552314758,1.4779329299926758
14,0.6931488513946533,1.052871823310852,4.0000003e-05,0.44335415959358215,1.701065182685852
15,0.6942647099494934,1.0244572162628174,4.0000003e-05,0.6048171520233154,1.3157525062561035
16,0.7330952882766724,0.9577271342277527,4.0000003e-05,0.5316681861877441,1.4371129274368286
17,0.7429145574569702,0.9291667342185974,4.0000003e-05,0.566458523273468,1.408564805984497
18,0.751841127872467,0.9188898801803589,4.0000003e-05,0.5923283100128174,1.3346126079559326
19,0.8020531535148621,0.8046330213546753,8.000001e-06,0.616413950920105,1.2770414352416992
20,0.8120955228805542,0.7808721661567688,8.000001e-06,0.6315789818763733,1.232799768447876
21,0.8234769105911255,0.7558192014694214,8.000001e-06,0.6413916349411011,1.2227389812469482
22,0.8194599747657776,0.7548145055770874,8.000001e-06,0.6387154459953308,1.2087602615356445
23,0.8306182026863098,0.7313322424888611,8.000001e-06,0.6440678238868713,1.2061411142349243
24,0.8348582983016968,0.7137021422386169,8.000001e-06,0.674397885799408,1.1464693546295166
25,0.8348582983016968,0.7126205563545227,8.000001e-06,0.6628010869026184,1.1896998882293701
26,0.8373131155967712,0.7005723118782043,8.000001e-06,0.6877787709236145,1.131746530532837
27,0.8486945033073425,0.6824851036071777,8.000001e-06,0.6717216968536377,1.1639094352722168
28,0.8520419597625732,0.6766040921211243,8.000001e-06,0.6538804769515991,1.2284002304077148
29,0.860745370388031,0.6581442952156067,8.000001e-06,0.686886727809906,1.1462347507476807
30,0.8645392060279846,0.6458722352981567,1.6000001e-06,0.6824264526367188,1.155870795249939
31,0.8669939637184143,0.6340938806533813,1.6000001e-06,0.6859946846961975,1.1276445388793945
32,0.8770363926887512,0.6219192743301392,1.6000001e-06,0.6949152946472168,1.1162245273590088
33,0.8681098222732544,0.6274745464324951,1.6000001e-06,0.6824264526367188,1.141041874885559
34,0.8692256212234497,0.6263502836227417,1.6000001e-06,0.6797502636909485,1.150594711303711
35,0.8781521916389465,0.6131283640861511,1.6000001e-06,0.6797502636909485,1.1520642042160034
36,0.8719035983085632,0.6156073808670044,1e-06,0.6904549598693848,1.1241803169250488
37,0.8828386664390564,0.6127997636795044,1e-06,0.6877787709236145,1.124118447303772
38,0.8701183199882507,0.6173756122589111,1e-06,0.686886727809906,1.1282018423080444
39,0.8759205937385559,0.6149889230728149,1e-06,0.6833184957504272,1.1352894306182861
40,0.8727962374687195,0.6128548383712769,1e-06,0.693131148815155,1.1277512311935425
41,0.8770363926887512,0.6106988787651062,1e-06,0.6859946846961975,1.133355736732483
42,0.8705646395683289,0.6187000870704651,1e-06,0.6904549598693848,1.1240322589874268
0,0.30930596590042114,8.020308494567871,0.001,0.17038358747959137,6.3598480224609375
1,0.37313100695610046,3.6001203060150146,0.001,0.17038358747959137,4.42979621887207
2,0.3920999765396118,2.3767528533935547,0.001,0.17038358747959137,5.057225227355957
3,0.39254632592201233,1.987131953239441,0.001,0.17038358747959137,3.656702756881714
4,0.4052667021751404,1.8100240230560303,0.001,0.17038358747959137,3.510582685470581
5,0.4079446494579315,1.713016152381897,0.001,0.17038358747959137,2.8850226402282715
