epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.34008920192718506,1.8957178592681885,0.001,0.35508716106414795,1.659784197807312
1,0.38528579473495483,1.5469890832901,0.001,0.27847588062286377,1.7624691724777222
2,0.40018242597579956,1.5109713077545166,0.001,0.3498176038265228,1.5828334093093872
3,0.4321037828922272,1.4784923791885376,0.001,0.2967166602611542,1.9030420780181885
4,0.459870308637619,1.4566998481750488,0.001,0.3222537636756897,1.808923602104187
5,0.4736522138118744,1.440596580505371,0.001,0.39156872034072876,1.7060133218765259
6,0.505573570728302,1.413316249847412,0.001,0.4900689125061035,1.4093831777572632
7,0.5258411169052124,1.3935989141464233,0.001,0.5070936679840088,1.4087706804275513
8,0.5461086630821228,1.3652678728103638,0.001,0.43777868151664734,1.6787238121032715
9,0.5654641389846802,1.3559002876281738,0.001,0.424402117729187,1.8095306158065796
10,0.5813741683959961,1.3453140258789062,0.001,0.5695176720619202,1.3526133298873901
11,0.5914065837860107,1.354190707206726,0.001,0.5646534562110901,1.401760220527649
12,0.61552494764328,1.315414309501648,0.001,0.5760032534599304,1.3866691589355469
13,0.6191731095314026,1.3159561157226562,0.001,0.6376165747642517,1.2637512683868408
14,0.6263681054115295,1.3242909908294678,0.001,0.5950547456741333,1.358101725578308
15,0.6388326287269592,1.2943865060806274,0.001,0.6428861021995544,1.2498998641967773
16,0.6519051790237427,1.284798502922058,0.001,0.668828547000885,1.2352797985076904
17,0.6513984799385071,1.283308506011963,0.001,0.5999189615249634,1.3867971897125244
18,0.6580867767333984,1.2704943418502808,0.001,0.6286988258361816,1.3916178941726685
19,0.6629509925842285,1.2738499641418457,0.001,0.6262667179107666,1.319561243057251
20,0.6680178642272949,1.2709296941757202,0.001,0.6518038511276245,1.2895289659500122
21,0.6680178642272949,1.2740273475646973,0.001,0.648966372013092,1.323091983795166
22,0.7115930318832397,1.1549392938613892,0.0005,0.7263883352279663,1.0519791841506958
23,0.7246655821800232,1.0837616920471191,0.0005,0.6680178642272949,1.2347735166549683
24,0.7325699329376221,1.0735925436019897,0.0005,0.6522091627120972,1.2787694931030273
25,0.7306445240974426,1.0633115768432617,0.0005,0.7478719353675842,1.0484241247177124
26,0.7422983646392822,1.0290650129318237,0.0005,0.7381435036659241,1.0767806768417358
27,0.7450344562530518,1.0322843790054321,0.0005,0.7194973826408386,1.131636381149292
28,0.753141462802887,1.0100135803222656,0.0005,0.6919335722923279,1.147351622581482
29,0.753141462802887,1.0100079774856567,0.0005,0.6522091627120972,1.3155122995376587
30,0.7613498568534851,0.9906368851661682,0.0005,0.7730036973953247,0.9877320528030396
31,0.7592217326164246,1.0020395517349243,0.0005,0.6963924169540405,1.1939959526062012
