epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.32180318236351013,5.257737159729004,1e-04,0.25869759917259216,4.917839050292969
1,0.4052667021751404,4.4464945793151855,1e-04,0.26672613620758057,4.3938493728637695
2,0.42021870613098145,3.8870718479156494,1e-04,0.24174845218658447,3.9902031421661377
3,0.4358402192592621,3.465365171432495,1e-04,0.2809991240501404,3.6825191974639893
4,0.43539389967918396,3.1266591548919678,1e-04,0.21409456431865692,3.9857654571533203
5,0.44498997926712036,2.8836898803710938,1e-04,0.253345251083374,3.2450294494628906
6,0.4594956636428833,2.6455302238464355,1e-04,0.311329185962677,2.8222944736480713
7,0.48069629073143005,2.469680070877075,1e-04,0.41837647557258606,2.488953113555908
8,0.4639589488506317,2.3594353199005127,1e-04,0.4531668424606323,2.298527479171753
9,0.48873019218444824,2.213099479675293,1e-04,0.37198930978775024,2.431062698364258
10,0.48649856448173523,2.132598638534546,1e-04,0.46833187341690063,2.119659185409546
11,0.4882838726043701,2.0491132736206055,1e-04,0.349687784910202,2.2778139114379883
12,0.5090381503105164,1.9509103298187256,1e-04,0.4237288236618042,2.057990789413452
13,0.5065833330154419,1.8924833536148071,1e-04,0.4005352556705475,2.0550098419189453
14,0.5141709446907043,1.8264975547790527,1e-04,0.4629794955253601,1.8950639963150024
15,0.5184110999107361,1.7701365947723389,1e-04,0.37912580370903015,1.9977679252624512
16,0.5492077469825745,1.7071973085403442,5e-05,0.4710080325603485,1.8418010473251343
17,0.5378263592720032,1.6975107192993164,5e-05,0.47011598944664,1.7814083099365234
18,0.5297924876213074,1.6691265106201172,5e-05,0.49241751432418823,1.7462224960327148
19,0.5541173815727234,1.6256392002105713,5e-05,0.508474588394165,1.692650318145752
20,0.5523321032524109,1.600791096687317,5e-05,0.42016059160232544,1.9376163482666016
21,0.5565721988677979,1.5799695253372192,5e-05,0.42105263471603394,1.9701308012008667
22,0.5690693855285645,1.552674651145935,5e-05,0.48171278834342957,1.7120625972747803
23,0.5706315636634827,1.5460978746414185,5e-05,0.4968778192996979,1.6824729442596436
24,0.5715242028236389,1.5178236961364746,5e-05,0.48349690437316895,1.7410684823989868
25,0.5875920653343201,1.4802629947662354,2.5e-05,0.4942016303539276,1.6209276914596558
26,0.5844677686691284,1.46767258644104,2.5e-05,0.49776986241340637,1.651636004447937
27,0.597857654094696,1.4434083700180054,2.5e-05,0.5040143132209778,1.6139007806777954
28,0.6025440692901611,1.4296191930770874,2.5e-05,0.48171278834342957,1.7012567520141602
29,0.6049988865852356,1.4098433256149292,2.5e-05,0.508474588394165,1.6117998361587524
30,0.5938406586647034,1.4078422784805298,1.25e-05,0.49776986241340637,1.61880362033844
31,0.6112474799156189,1.3898918628692627,1.25e-05,0.5236396193504333,1.5711324214935303
32,0.6103548407554626,1.3778403997421265,1.25e-05,0.5156110525131226,1.5743602514266968
33,0.6112474799156189,1.3754106760025024,1.25e-05,0.5040143132209778,1.6188244819641113
34,0.6154876351356506,1.37505304813385,1.25e-05,0.5182872414588928,1.5841329097747803
